size,run,insert,query
100000,1,1.532534122467041,0.011938095092773438
100000,2,1.574836015701294,0.012081146240234375
100000,3,1.4370551109313965,0.011255979537963867
100000,4,1.4681026935577393,0.011569738388061523
100000,5,1.390367031097412,0.011399984359741211
250000,1,3.5584099292755127,0.029240131378173828
250000,2,3.577847957611084,0.030065059661865234
250000,3,3.6539361476898193,0.03125190734863281
250000,4,3.6960482597351074,0.029516935348510742
250000,5,3.5050008296966553,0.029252290725708008
500000,1,7.22379207611084,0.05869412422180176
500000,2,7.125773191452026,0.0613551139831543
500000,3,7.15162205696106,0.05956673622131348
500000,4,7.169418811798096,0.06169700622558594
500000,5,7.103526830673218,0.06045961380004883
750000,1,10.911358833312988,0.09145069122314453
750000,2,10.955166101455688,0.09546303749084473
750000,3,10.457702875137329,0.09207415580749512
750000,4,10.396253824234009,0.09134912490844727
750000,5,10.39170789718628,0.09158897399902344
1000000,1,14.189276218414307,0.1297779083251953
1000000,2,14.280699014663696,0.13581180572509766
1000000,3,14.195892095565796,0.12774991989135742
1000000,4,13.926204204559326,0.12672901153564453
1000000,5,14.055002212524414,0.12774014472961426
