size,run,insert,query
100000,1,0.26664090156555176,0.010761022567749023
100000,2,0.2596101760864258,0.026509761810302734
100000,3,0.2557239532470703,0.01036381721496582
100000,4,0.26187896728515625,0.01049494743347168
100000,5,0.26050305366516113,0.010577917098999023
250000,1,0.6271522045135498,0.023865699768066406
250000,2,0.6127169132232666,0.024721860885620117
250000,3,0.6499698162078857,0.023174047470092773
250000,4,0.632127046585083,0.024972915649414062
250000,5,0.6233880519866943,0.02286219596862793
500000,1,1.2102820873260498,0.04545567512512207
500000,2,1.2196462154388428,0.049324989318847656
500000,3,1.2394781112670898,0.04546689987182617
500000,4,1.2354390621185303,0.0519049072265625
500000,5,1.229830265045166,0.04985332489013672
750000,1,1.8207480907440186,0.09162211418151855
750000,2,1.8804023265838623,0.08498311996459961
750000,3,1.8619883060455322,0.09191775321960449
750000,4,1.831028938293457,0.108123779296875
750000,5,1.8964412212371826,0.07010722160339355
1000000,1,2.4703290462493896,0.11565208435058594
1000000,2,2.5253100395202637,0.10073709487915039
1000000,3,2.5006959438323975,0.10196876525878906
1000000,4,2.4264750480651855,0.11641073226928711
1000000,5,2.5325310230255127,0.12547826766967773
