size,run,insert,query
100000,1,1.2959630489349365,0.012954235076904297
100000,2,1.234393835067749,0.011759281158447266
100000,3,1.2587966918945312,0.020205020904541016
100000,4,1.2852799892425537,0.02046799659729004
100000,5,1.1812529563903809,0.014729022979736328
250000,1,3.399907112121582,0.031408071517944336
250000,2,3.3516039848327637,0.037509918212890625
250000,3,3.149489164352417,0.034449100494384766
250000,4,3.484678268432617,0.0322113037109375
250000,5,3.086444854736328,0.04500603675842285
500000,1,6.411854267120361,0.061618804931640625
500000,2,6.257314920425415,0.15747976303100586
500000,3,6.1856160163879395,0.07121086120605469
500000,4,6.288904190063477,0.06355619430541992
500000,5,6.1579749584198,0.06777405738830566
750000,1,9.17411184310913,0.08225512504577637
750000,2,9.399011135101318,0.07468008995056152
750000,3,9.486442804336548,0.10521912574768066
750000,4,9.833264827728271,0.10058116912841797
750000,5,10.133438348770142,0.09850406646728516
1000000,1,13.260301113128662,0.14202308654785156
1000000,2,13.019645929336548,0.13494610786437988
1000000,3,12.972937107086182,0.1299281120300293
1000000,4,12.663748264312744,0.13653874397277832
1000000,5,12.114923000335693,0.13337230682373047
