size,run,insert,query
100000,1,0.2633330821990967,0.021465063095092773
100000,2,0.26273488998413086,0.012490034103393555
100000,3,0.25876808166503906,0.01619720458984375
100000,4,0.2536740303039551,0.014610767364501953
100000,5,0.25928783416748047,0.014690160751342773
250000,1,0.6377429962158203,0.025668859481811523
250000,2,0.6269409656524658,0.028426170349121094
250000,3,0.6130239963531494,0.028835058212280273
250000,4,0.6264052391052246,0.027673721313476562
250000,5,0.6138689517974854,0.043931007385253906
500000,1,1.240462064743042,0.04839301109313965
500000,2,1.2179620265960693,0.04749417304992676
500000,3,1.2278180122375488,0.0688629150390625
500000,4,1.2572128772735596,0.04781484603881836
500000,5,1.2149090766906738,0.07024979591369629
750000,1,1.8735949993133545,0.07020020484924316
750000,2,1.8117172718048096,0.0907750129699707
750000,3,1.8572607040405273,0.07825517654418945
750000,4,1.806325912475586,0.09061694145202637
750000,5,1.8493380546569824,0.06519031524658203
1000000,1,2.423156976699829,0.11625885963439941
1000000,2,2.4342808723449707,0.11293506622314453
1000000,3,2.464669942855835,0.09502100944519043
1000000,4,2.455627918243408,0.09615516662597656
1000000,5,2.4414939880371094,0.11178374290466309
