size,run,insert,query
100000,1,1.326078176498413,0.01534271240234375
100000,2,1.3411920070648193,0.012501001358032227
100000,3,1.2561349868774414,0.011924982070922852
100000,4,1.0934510231018066,0.011291027069091797
100000,5,1.1603150367736816,0.011157751083374023
250000,1,2.507935047149658,0.038703203201293945
250000,2,3.9643731117248535,0.06217813491821289
250000,3,3.7340240478515625,0.04541897773742676
250000,4,4.017378807067871,0.055115699768066406
250000,5,3.7372019290924072,0.06124091148376465
500000,1,7.599076271057129,0.13234591484069824
500000,2,7.800966024398804,0.09216690063476562
500000,3,6.401679992675781,0.08344078063964844
500000,4,5.7897820472717285,0.07676911354064941
500000,5,5.838452100753784,0.07654190063476562
750000,1,8.940151929855347,0.12347960472106934
750000,2,11.151710987091064,0.18106603622436523
750000,3,11.34897494316101,0.1648402214050293
750000,4,11.160206079483032,0.12007403373718262
750000,5,12.269772052764893,0.220963716506958
1000000,1,16.406676054000854,0.35193800926208496
1000000,2,14.527307033538818,0.306973934173584
1000000,3,15.728698253631592,0.33483123779296875
1000000,4,16.498138904571533,0.3189072608947754
1000000,5,16.295237064361572,0.33150792121887207
